nazwa-zmienna,id-zmienna,id-przekroj,id-okres
Wartość dodana brutto w ujęciu regionalnym,1174,1302,282
Pozostałe koszty operacyjne przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1260,702,282
Skup produktów rolnych,872,1296,247
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1315,29,277
Zysk brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1331,710,275
Akumulacja brutto,1019,16,282
Bezrobotni nowo zarejestrowani,505,16,253
Nakłady na wartości niematerialne i prawne przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1469,709,280
Wskaźnik płynności finansowej I stopnia przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1288,687,274
Zobowiązania krótkoterminowe z tytułu dostaw i usług przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1450,687,274
Mieszkania w nowych budynkach mieszkalnych, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym,537,113,274
Przychody netto ze sprzedaży produktów przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1269,702,282
Zysk brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1331,693,275
Zużycie wody na potrzeby gospodarki narodowej i ludności,601,310,282
Powierzchnia targowisk stałych,936,2,282
Nakłady na środki trwałe służące ochronie środowiska,584,2,282
Pacjenci stacjonarni,1017,1037,282
Wskaźnik płynności finansowej I stopnia przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1288,693,277
Krótkoterminowe rozliczenia międzyokresowe przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1217,702,282
Wskaźnik zasięgu ubóstwa ustawowego,578,590,282
Oferty pracy (wolne miejsca pracy i miejsca aktywizacji zawodowej) w urzędach pracy,508,721,263
Zysk netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1335,710,274
Dochody pierwotne brutto w sektorze gospodarstw domowych w ujęciu regionalnym,1176,793,282
Statki przybrzeżnej floty transportowej,546,926,282
Rozwody,569,16,272
Skup produktów rolnych,872,1295,249
Produkcja zwierzęca,1113,1177,282
Dochody do dyspozycji brutto w sektorze gospodarstw domowych w ujęciu regionalnym,1175,793,282
Należne wpłaty na kapitał podstawowy przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1488,2,282
Skup produktów rolnych,872,1296,254
Przychody netto ze sprzedaży produktów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1267,29,276
Przeciętne miesięczne przychody netto na 1 osobę w gospodarstwach domowych,515,585,282
Całkowita masa zastosowanej substancji czynnej,1126,905,282
Koszty podróży służbowych przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1253,710,274
Instruktorzy amatorskiego ruchu artystycznego,748,523,282
Rozwody,569,500,282
Materiały przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1476,29,277
Aktywa obrotowe przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1206,702,282
Oszczędności brutto,1029,1099,271
Bezrobotni zarejestrowani,507,871,250
Odpady (z wyłączeniem odpadów komunalnych) dotychczas składowane (nagromadzone) w obiektach własnych,599,242,282
Wartość dodana brutto w ujęciu regionalnym,1174,794,282
Przewozy ładunków transportem kolejowym,660,884,277
Przedsiębiorstwa aktywne innowacyjnie,638,493,373
Saldo migracji zagranicznych na pobyt stały,596,1193,278
Zmiany ogólnej sytuacji ekonomicznej kraju w ostatnich 12 miesiącach,478,16,270
Pozostałe koszty operacyjne przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1259,709,280
Wskaźnik poziomu kosztów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1297,710,275
Przeciętne zatrudnienie,1099,364,273
Aktywne organizacje non-profit,562,325,322
Urodzenia żywe,571,16,257
Wskaźnik rentowności obrotu netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1309,693,274
Produkcja globalna,1037,1099,273
Aktywni zawodowo - BAEL,1508,1163,270
Ubój zwierząt gospodarskich w ubojniach,871,982,254
Gospodarstwa domowe beneficjentów środowiskowej pomocy społecznej,504,216,282
Wskaźnik poziomu kosztów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1297,29,276
Półprodukty i produkty w toku przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1479,709,281
Nieletni, wobec których prawomocnie orzeczono środki wychowawcze, poprawcze lub kary za czyny karalne,831,856,282
Plony z łąk trwałych,1111,853,282
Zmieszane odpady komunalne,1527,1230,282
Ludność,581,56,282
Produkcja sprzedana przemysłu,814,1135,261
Przychody finansowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1264,29,274
Urodzenia martwe,573,423,282
Zapasy przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1237,687,277
Wartość dodana brutto w ujęciu regionalnym,1174,795,282
Produkcja globalna,1037,1187,270
Zmiany ogólnej sytuacji ekonomicznej kraju w ostatnich 12 miesiącach,478,16,257
Zmiany sytuacji finansowej gospodarstwa domowego w ostatnich 12 miesiącach,481,16,255
Oferty pracy (wolne miejsca pracy i miejsca aktywizacji zawodowej) w urzędach pracy,508,721,251
Urodzenia martwe,573,426,282
Wskaźnik rentowności sprzedaży brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1312,29,277
Aktywne organizacje non-profit,562,331,322
Skup produktów rolnych,872,1221,357
Rozwody,569,16,271
Wynik finansowy netto w gospodarce morskiej,915,911,282
Separacje orzeczone,570,483,282
Nabycie pomniejszone o rozdysponowanie aktywów o wyjątkowej wartości,1200,16,271
Młodzież niekontynuująca nauki - BAEL (do 2020 r.),759,1,282
Wytworzone odpady komunalne,1152,872,282
Separacje orzeczone,570,477,282
Zgony niemowląt,575,16,249
Bezrobotni zarejestrowani,507,1160,334
Zespoły ratownictwa medycznego,731,2,282
Produkcja zwierzęca,1113,937,282
Aktywne organizacje non-profit,562,328,322
Noworodki martwo urodzone w szpitalach ogólnych,949,1025,282
Zgony,574,16,256
Wyprzedzający wskaźnik ufności konsumenckiej (WWUK),475,16,253
Wynik finansowy ze sprzedaży produktów, towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1326,709,280
Urodzenia żywe,571,431,282
Zgony na 1000 ludności,592,16,255
Aktywa obrotowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1204,710,274
Przeciętne miesięczne przychody netto na 1 osobę w gospodarstwach domowych,515,264,282
Wartość dodana brutto w ujęciu regionalnym,1174,793,282
Liczba przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1218,687,275
Koszty finansowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1246,693,274
Bezrobotni zarejestrowani,507,1158,335
Urodzenia żywe,571,386,282
Małżeństwa,568,408,282
Przychody ogółem (przychody z całokształtu działalności) przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1273,693,277
Materiały przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1476,693,276
Subiektywna ocena sytuacji materialnej gospodarstwa domowego,510,246,282
Zakłady szczególnie uciążliwe dla czystości powietrza,618,232,282
Wylężone pisklęta,1115,933,256
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1315,693,276
Zobowiązania długoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1362,693,277
Liczba ekologicznych gospodarstw rolnych,1129,2,282
Bezrobotni wyrejestrowani,506,869,252
Składowe wskaźnika waloryzacji inwestycji telekomunikacyjnych,1628,1349,273
Praca przewozowa przy przewozie ładunków,719,742,282
Zobowiązania krótkoterminowe z tytułu podatków, ceł, ubezpieczeń i innych świadczeń przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1456,710,277
Zmiany sytuacji finansowej gospodarstwa domowego w ostatnich 12 miesiącach,481,16,252
Nakłady na autorskie prawa majątkowe, prawa pokrewne, licencje i koncesje przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1462,710,275
Ruch pasażerów w portach morskich,687,754,282
Wynik finansowy netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1322,693,276
Aparaty telefoniczne ogólnodostępne,856,674,282
Oczekiwane trwanie życia w zdrowiu osób w wieku x lat (HLYx),958,642,282
Wskaźnik płynności finansowej III stopnia przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1295,709,280
Ruch samolotów lotnictwa cywilnego w portach lotniczych,704,514,282
Produkcja sprzedana budownictwa,542,2,263
Nakłady na działalność innowacyjną,642,493,322
Zachorowania na odrę,1489,1195,282
Przeciętne miesięczne spożycie wybranych artykułów żywnościowych na 1 osobę w gospodarstwach domowych,519,279,282
Saldo migracji na pobyt stały,1530,1197,278
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1315,710,276
Zmiany poziomu bezrobocia w najbliższych 12 miesiącach (ze znakiem przeciwnym),479,16,271
Pozostałe koszty operacyjne przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1258,29,276
Pojazdy drogowe zarejestrowane,851,1104,282
Spożycie publiczne — sektor instytucji rządowych i samorządowych,1196,1040,270
Inkubatory w szpitalach ogólnych,951,2,282
Należności krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1350,687,275
Przychody netto ze sprzedaży produktów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1267,693,275
Zmiany poziomu bezrobocia w najbliższych 12 miesiącach (ze znakiem przeciwnym),479,16,258
Skup produktów rolnych,872,1295,252
Miasta, z którymi utrzymywana jest lotnicza komunikacja regularna,926,510,282
Zobowiązania krótkoterminowe z tytułu podatków, ceł, ubezpieczeń i innych świadczeń przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1456,29,276
Specjalistyczne porady lekarskie,736,193,282
Liczba przedsiębiorstw niefinansowych - pełna zbiorowość,1220,704,282
Nowe zamówienia w przemyśle,815,828,251
Udział przychodów przedsiębiorstw wykazujących zysk netto w przychodach z całokształtu działalności przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1285,29,275
Wynik finansowy ze sprzedaży produktów, towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1327,702,282
Saldo migracji wewnętrznych na pobyt stały,600,488,282
Wartość dodana brutto,1044,16,271
Placówki pocztowe,777,507,282
Koszty związane z zatrudnieniem,1026,1187,270
Produkcja usług biznesowych,1516,1217,252
Wskaźnik rentowności obrotu brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1305,693,274
Liczba opryskiwaczy,1134,979,336
Zmiany poziomu bezrobocia w najbliższych 12 miesiącach (ze znakiem przeciwnym),479,16,248
Wynagrodzenia ze stosunku pracy w przedsiębiorstwach niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1234,710,276
Procent dalszego życia w zdrowiu,960,641,282
Koszty ogółem (koszty uzyskania przychodów z całokształtu działalności) przedsiębiorstw niefinansowych - pełna zbiorowość,1252,705,282
Należne wpłaty na kapitał podstawowy przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1488,702,282
Spożycie w sektorze gospodarstw domowych,1391,950,271
Rozwody,569,471,282
Skup produktów rolnych,872,1295,257
Sprzedaż środków ochrony roślin,1120,855,282
Przeciętny roczny dochód netto na 1 osobę w gospodarstwach domowych,522,286,282
Nadwyżka operacyjna brutto/Dochód mieszany brutto,1028,1099,272
Pozostałe koszty operacyjne przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1258,29,274
Modelowana częstość występowania niepełnosprawności,959,641,282
Wskaźnik zasięgu ubóstwa skrajnego,577,292,282
Zobowiązania krótkoterminowe z tytułu dostaw i usług przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1450,687,275
Pozyskanie drewna (grubizny),787,185,282
Wyprzedzający wskaźnik ufności konsumenckiej (WWUK),475,16,256
Ćwiczący w klubach sportowych,678,296,322
Bezrobotni zarejestrowani,507,1160,257
Skup produktów rolnych,872,1295,251
Wzrost osób w wieku 0-14 lat,1491,1196,338
Produkcja sprzedana przemysłu,814,1135,254
Zgony,574,16,257
Przychody finansowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1264,710,276
Powierzchnia rezerwatów i pozostałych form ochrony przyrody w obszarze chronionego krajobrazu,489,128,282
Przychody ze sprzedaży wyrobów i usług w podmiotach prowadzących działalność telekomunikacyjną,1599,16,271
Samoloty transportu lotniczego rozkładowego (regularnego),669,505,282
Przeciętna liczba pokoi użytkowanych przez gospodarstwa domowe,514,261,282
Zobowiązania długoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1362,29,277
Przewozy ładunków transportem rurociągowym,726,16,282
Stopa bezrobocia - BAEL,1514,1163,270
Dochód z czynników produkcji,1151,16,282
Wskaźnik zatrudnienia - BAEL,1513,1163,270
Bezrobotni zarejestrowani,507,871,254
Przychody ogółem (przychody z całokształtu działalności) przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1273,29,275
Pozostałe podatki związane z produkcją,1396,1267,282
Zmiany poziomu bezrobocia w najbliższych 12 miesiącach (ze znakiem przeciwnym),479,16,255
Bezrobotni zarejestrowani,507,1160,254
Przychody ogółem (przychody z całokształtu działalności) przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1274,709,280
Porady lekarskie w podstawowej opiece zdrowotnej,737,192,282
Udzielone noclegi turystom zagranicznym w turystycznych obiektach noclegowych,1203,1021,282
Produkcja usług biznesowych,1516,1217,254
Strata netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1277,29,276
Nałożone jaja wylęgowe w celu uzyskania piskląt,1114,934,249
